TRGID,UPC,Title,ProgramName,MasterProgramName,CategoryName,Manufacturer,LocationNotListable,ProductStatus,MR_LMR_UPC_AverageCategoryRetail,UPCRetail,Classification_PHYSICAL CONDITION,Classification_CONDITION,Classification_TECHNICAL FUNCTIONALITY,PalletLocationID,RTVType,Tag_NotListedReason,Tag_VenueExclusivity,Serialized,FirstStoredOnListableLocationOn
TRG00625,00100000625,Item 625 Monitors,PHXAZ-RETURNS,Walmart Computers Parts (Finished),Monitors,Dell,FALSE,Active,$189.17,$187.24,Good,B,Functional,,Non RTV,,,N,2026-09-01
TRG00626,00100000626,Item 626 Tablets,PHXAZ-RETURNS,Open Box Returns,Tablets,HP,FALSE,Active,$202.38,$185.63,Very Good,B,Functional,,RTV Liquidate,,,Y,2026-09-11
TRG00627,00100000627,Item 627 Headphones,MILON-WM-DOTCA-RTV,Walmart Monitors (Finished),Headphones,Dell,FALSE,Active,$86.83,$257.85,Good,C,Functional,PAL-48,Non RTV,,,N,2026-08-23
TRG00628,00100000628,Item 628 Headphones,BRTON-WM-FOO,Warehouse Direct,Headphones,Lenovo,FALSE,Active,$48.62,$257.27,Good,A,Functional,,RTV Approved,,,N,2026-08-09
TRG00629,00100000629,Item 629 Tablets,BRTON-LENOVO-DC-400,Specialty,Tablets,Dell,FALSE,Active,$52.94,$86.10,Fair,C,Functional,PAL-48,,,,N,2026-09-01
TRG00629,00100000629,Item 629 duplicate last,BRTON-LENOVO-DC-400,Specialty,Tablets,Dell,FALSE,Active,$52.94,$86.10,Fair,C,Functional,PAL-48,,,,N,2026-09-01
TRG00630,00100000630,Item 630 TVs,PHXAZ-RETURNS,Warehouse Direct,TVs,Samsung,FALSE,Active,$256.82,$68.57,Damaged,C,Functional,,Non RTV,,,N,2026-08-16
TRG00631,00100000631,Item 631 TVs,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),TVs,Sony,FALSE,Active,$213.73,$136.16,Good,C,Functional,,,,,N,2026-09-15
TRG00632,00100000632,Item 632 Computers,PHXAZ-RETURNS,Warehouse Direct,Computers,HP,FALSE,Active,$225.01,$238.18,Damaged,C,Functional,,RTV Liquidate,,,Y,2026-08-21
TRG00633,00100000633,Item 633 Tablets,PHXAZ-RETURNS,Warehouse Direct,Tablets,Samsung,FALSE,Active,$87.18,$39.93,Good,B,Functional,,Non RTV,,,N,2026-08-24
TRG00634,00100000634,Item 634 Computers,MIAFL-HEAD-OFFICE,Walmart Monitors (Finished),Computers,HP,FALSE,Active,$51.20,$30.45,Very Good,C,Functional,,Non RTV,,,N,2026-09-14
TRG00635,00100000635,Item 635 Monitors,DALLX-HEADPHONES,Walmart Headphones & Speakers (Not Apple) (Finished),Monitors,HP,FALSE,Active,$259.66,$164.44,Good,A,Functional,,RTV Liquidate,,,N,2026-08-06
TRG00636,00100000636,Item 636 Accessories,BRTON-WM-BAR,Open Box Returns,Accessories,Dell,FALSE,Active,$131.18,$69.19,Fair,C,Functional,,RTV Liquidate,,,N,2026-08-28
TRG00637,00100000637,Item 637 Headphones,WFS-OVERFLOW,Specialty,Headphones,Samsung,FALSE,Active,$232.90,$205.55,Very Good,C,Functional,PAL-34,,,,Y,2026-08-26
TRG00638,00100000638,Item 638 Tablets,WFS-OVERFLOW,Walmart Finished Goods Wide Sku (Finished),Tablets,HP,FALSE,Active,$50.02,$204.29,Very Good,B,Functional,PAL-3,Non RTV,,,N,2026-08-29
TRG00639,00100000639,Item 639 Computers,DALLX-HEADPHONES,Warehouse Direct,Computers,Lenovo,FALSE,Active,$212.66,$177.77,Very Good,B,Functional,,Non RTV,,,N,2026-09-02
TRG00640,00100000640,Item 640 Tablets,BRTON-WM-BAR,Walmart Monitors (Finished),Tablets,HP,FALSE,Active,$95.64,$115.45,Damaged,B,Functional,,RTV Liquidate,,,Y,2026-09-06
TRG00641,00100000641,Item 641 Computers,DALLX-HEADPHONES,Walmart Headphones & Speakers (Not Apple) (Finished),Computers,Lenovo,FALSE,Active,$192.77,$144.89,Damaged,B,Functional,,,,,N,2026-09-02
TRG00642,00100000642,Item 642 Accessories,MIAFL-HEAD-OFFICE,Walmart Finished Goods Wide Sku (Finished),Accessories,Samsung,FALSE,Active,$144.51,$96.64,Very Good,A,Functional,,Non RTV,,,N,2026-09-01
TRG00643,00100000643,Item 643 Monitors,BRTON-WM-BAR,Walmart Monitors (Finished),Monitors,Lenovo,FALSE,Active,$256.34,$72.21,Fair,C,Functional,PAL-33,RTV Liquidate,,,N,2026-09-05
TRG00644,00100000644,Item 644 TVs,PHXAZ-RETURNS,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,Lenovo,FALSE,Active,$258.61,$68.84,Good,B,Functional,,,,,N,2026-09-01
TRG00645,00100000645,Item 645 TVs,DALLX-HEADPHONES,Warehouse Direct,TVs,Sony,FALSE,Active,$190.86,$82.15,Damaged,C,Functional,,RTV Liquidate,,,Y,2026-08-06
TRG00646,00100000646,Item 646 Computers,WFS-OVERFLOW,Walmart Monitors (Finished),Computers,Sony,FALSE,Active,$205.07,$121.06,Damaged,B,Functional,,RTV Liquidate,,,Y,2026-09-12
TRG00646,00100000646,Item 646 duplicate last,WFS-OVERFLOW,Walmart Monitors (Finished),Computers,Dell,FALSE,Active,$205.07,$121.06,Damaged,B,Functional,,RTV Liquidate,,,N,2026-09-12
TRG00647,00100000647,Item 647 Tablets,DALLX-HEADPHONES,Specialty,Tablets,Sony,FALSE,Active,$196.76,$56.86,Damaged,B,Functional,,RTV Liquidate,,,N,2026-09-13
TRG00648,00100000648,Item 648 Headphones,BRTON-WM-FOO,Walmart Finished Goods Wide Sku (Finished),Headphones,Samsung,FALSE,Active,$129.94,$225.55,Damaged,A,Functional,,,,,N,2026-09-12
TRG00649,00100000649,Item 649 TVs,WFS-OVERFLOW,Specialty,TVs,Samsung,FALSE,Active,$74.04,$69.11,Good,A,Functional,PAL-33,RTV Approved,,,N,2026-08-11
TRG00650,00100000650,Item 650 TVs,PHXAZ-RETURNS,Walmart Computer Parts (Finished),TVs,HP,FALSE,Active,$120.70,$119.93,Damaged,C,Functional,,RTV Liquidate,,,N,2026-08-30
TRG00651,00100000651,Item 651 Accessories,BRTON-WM-FOO,Walmart Finished Goods Wide Sku (Finished),Accessories,Samsung,FALSE,Active,$218.54,$178.60,Fair,C,Functional,,Non RTV,,,Y,2026-08-22
TRG00652,00100000652,Item 652 TVs,PHXAZ-RETURNS,Walmart Computers Parts (Finished),TVs,HP,FALSE,Active,$236.05,$157.14,Very Good,B,Functional,,RTV Approved,,,Y,2026-08-31
TRG00653,00100000653,Item 653 Headphones,WFS-OVERFLOW,Walmart Headphones & Speakers (Not Apple) (Finished),Headphones,Samsung,FALSE,Active,$134.46,$70.57,Good,B,Functional,PAL-32,Non RTV,,,N,2026-08-31
TRG00654,00100000654,Item 654 Tablets,MIAFL-HEAD-OFFICE,Warehouse Direct,Tablets,Sony,FALSE,Active,$205.05,$232.04,Very Good,C,Functional,PAL-25,RTV Liquidate,,,N,2026-09-12
TRG00655,00100000655,Item 655 Monitors,PHXAZ-RETURNS,Walmart Finished Goods Wide Sku (Finished),Monitors,Sony,FALSE,Active,$44.53,$86.76,Fair,A,Functional,,RTV,,,Y,2026-09-12
TRG00656,00100000656,Item 656 TVs,DS-MONTERREY,Specialty,TVs,Sony,FALSE,Active,$240.66,$172.65,Damaged,C,Functional,,RTV Liquidate,,,Y,2026-09-13
TRG00657,00100000657,Item 657 Headphones,BRTON-WM-FOO,Open Box Returns,Headphones,HP,FALSE,Active,$200.09,$232.86,Damaged,A,Functional,PAL-74,RTV Liquidate,,,N,2026-08-26
TRG00658,00100000658,Item 658 Headphones,BRTON-WM-BAR,Walmart Monitors (Finished),Headphones,Dell,FALSE,Active,$142.23,$138.46,Damaged,B,Functional,PAL-55,RTV Liquidate,,,N,2026-09-02
TRG00659,00100000659,Item 659 Accessories,PHXAZ-RETURNS,Walmart Computer Parts (Finished),Accessories,Lenovo,FALSE,Active,$125.73,$184.96,Very Good,B,Functional,PAL-21,Non RTV,,,N,2026-08-06
TRG00660,00100000660,Item 660 Computers,BRTON-WM-FOO,Warehouse Direct,Computers,HP,FALSE,Active,$162.64,$130.50,Fair,B,Functional,,Non RTV,,,N,2026-08-13
TRG00661,00100000661,Item 661 Accessories,BRTON-WM-BAR,Walmart Headphones & Speakers (Not Apple) (Finished),Accessories,HP,FALSE,Active,$146.38,$101.77,Good,B,Functional,,Non RTV,,,N,2026-08-20
TRG00662,00100000662,Item 662 Computers,BRTON-WM-BAR,Walmart Computers Parts (Finished),Computers,Sony,FALSE,Active,$220.26,$245.69,Very Good,B,Functional,,RTV,,,N,2026-08-19
TRG00663,00100000663,Item 663 Computers,BRTON-WM-BAR,Specialty,Computers,Samsung,FALSE,Active,$206.59,$186.43,Damaged,C,Functional,,,,,N,2026-09-03
TRG00663,00100000663,Item 663 duplicate last,BRTON-WM-BAR,Specialty,Computers,Dell,FALSE,Active,$206.59,$186.43,Damaged,C,Functional,,,,,N,2026-09-03
TRG00664,00100000664,Item 664 Tablets,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),Tablets,Sony,FALSE,Active,$238.33,$155.13,Very Good,C,Functional,,Non RTV,,,N,2026-08-14
TRG00665,00100000665,Item 665 Monitors,BRTON-WM-BAR,Walmart Finished Goods Wide Sku (Finished),Monitors,Sony,FALSE,Active,$61.57,$161.60,Good,A,Functional,PAL-46,RTV Approved,,,N,2026-08-28
TRG00666,00100000666,Item 666 Headphones,BRTON-LENOVO-DC-400,Open Box Returns,Headphones,HP,FALSE,Active,$215.75,$210.15,Damaged,A,Functional,PAL-76,,,,N,2026-08-14
TRG00667,00100000667,Item 667 Computers,DALLX-HEADPHONES,Walmart Computers Parts (Finished),Computers,Samsung,FALSE,Active,$68.10,$160.54,Very Good,B,Functional,,Non RTV,,,N,2026-08-20
TRG00668,00100000668,Item 668 Computers,MIAFL-HEAD-OFFICE,Walmart Computers Parts (Finished),Computers,Lenovo,FALSE,Active,$221.36,$33.27,Good,C,Functional,,RTV Liquidate,,,N,2026-09-04
TRG00669,00100000669,Item 669 Computers,WFS-OVERFLOW,Open Box Returns,Computers,Dell,TRUE,Active,$210.96,$35.34,Fair,B,Functional,PAL-13,,,,N,2026-09-09
TRG00670,00100000670,Item 670 TVs,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),TVs,Dell,FALSE,Active,$250.67,$68.65,Good,A,Functional,,,,,N,2026-08-07
TRG00671,00100000671,Item 671 Headphones,MIAFL-HEAD-OFFICE,Open Box Returns,Headphones,Samsung,FALSE,Active,$168.98,$65.55,Fair,A,Functional,PAL-61,Non RTV,,,Y,2026-08-16
TRG00672,00100000672,Item 672 TVs,MIAFL-HEAD-OFFICE,Open Box Returns,TVs,Samsung,FALSE,Active,$243.12,$114.22,Very Good,A,Functional,PAL-7,RTV Liquidate,,,N,2026-09-14
TRG00673,00100000673,Item 673 TVs,PHXAZ-RETURNS,Open Box Returns,TVs,Samsung,FALSE,Active,$215.79,$199.97,Damaged,C,Functional,,,,,Y,2026-08-13
TRG00674,00100000674,Item 674 Computers,PHXAZ-RETURNS,Walmart Computer Parts (Finished),Computers,Sony,FALSE,Active,$175.79,$81.67,Very Good,C,Functional,,,,,N,2026-09-11
TRG00675,00100000675,Item 675 TVs,MIAFL-HEAD-OFFICE,Walmart Computer Parts (Finished),TVs,HP,FALSE,Active,$135.51,$212.44,Fair,B,Functional,,,,,N,2026-08-25
TRG00676,00100000676,Item 676 TVs,WFS-OVERFLOW,Walmart Computers Parts (Finished),TVs,Samsung,FALSE,Active,$210.70,$157.03,Fair,C,Functional,,RTV Liquidate,,,Y,2026-08-16
TRG00677,00100000677,Item 677 Computers,BRTON-WM-BAR,Walmart Computer Parts (Finished),Computers,Sony,FALSE,Active,$70.57,$226.09,Damaged,A,Functional,,RTV Liquidate,,,N,2026-09-01
TRG00678,00100000678,Item 678 Monitors,WFS-OVERFLOW,Walmart Monitors (Finished),Monitors,Sony,FALSE,Active,$139.96,$211.42,Good,B,Functional,,Research,,,N,2026-08-15
TRG00679,00100000679,Item 679 TVs,DALLX-HEADPHONES,Walmart Monitors (Finished),TVs,Dell,FALSE,Active,$210.06,$39.19,Very Good,C,Functional,,RTV Liquidate,,,N,2026-08-24
TRG00680,00100000680,Item 680 TVs,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),TVs,Lenovo,FALSE,Active,$196.65,$125.45,Very Good,C,Functional,,Non RTV,,,N,2026-09-08
TRG00680,00100000680,Item 680 duplicate last,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),TVs,Dell,FALSE,Active,$196.65,$125.45,Very Good,C,Functional,,Non RTV,,,N,2026-09-08
TRG00681,00100000681,Item 681 Accessories,BRTON-WM-FOO,Warehouse Direct,Accessories,Samsung,TRUE,Active,$109.07,$42.24,Damaged,A,Functional,,Non RTV,,,Y,2026-08-27
TRG00682,00100000682,Item 682 Accessories,WFS-OVERFLOW,Walmart Computers Parts (Finished),Accessories,Dell,FALSE,Active,$204.02,$93.40,Very Good,A,Functional,PAL-56,Non RTV,,,N,2026-09-01
TRG00683,00100000683,Item 683 Headphones,DALLX-HEADPHONES,Specialty,Headphones,HP,FALSE,Active,$149.54,$174.53,Good,A,Functional,PAL-36,Non RTV,,,N,2026-09-11
TRG00684,00100000684,Item 684 Tablets,BRTON-WM-BAR,Walmart Computer Parts (Finished),Tablets,HP,FALSE,Active,$146.50,$86.12,Fair,A,Functional,PAL-15,,,,N,2026-08-25
TRG00685,00100000685,Item 685 Monitors,PHXAZ-RETURNS,Walmart Finished Goods Wide Sku (Finished),Monitors,Lenovo,FALSE,Active,$175.08,$61.16,Fair,B,Functional,PAL-42,Non RTV,,,N,2026-08-10
TRG00686,00100000686,Item 686 Accessories,BRTON-WM-FOO,Specialty,Accessories,Dell,FALSE,Active,$208.53,$168.51,Good,B,Functional,,,,,N,2026-09-02
TRG00687,00100000687,Item 687 Accessories,DALLX-HEADPHONES,Open Box Returns,Accessories,Lenovo,FALSE,Active,$58.42,$238.70,Very Good,C,Functional,,Non RTV,,,N,2026-09-04
TRG00688,00100000688,Item 688 Monitors,BRTON-WM-FOO,Walmart Headphones & Speakers (Not Apple) (Finished),Monitors,HP,TRUE,Active,$199.90,$263.80,Damaged,A,Functional,,RTV Approved,,,N,2026-09-05
TRG00689,00100000689,Item 689 Headphones,MIAFL-HEAD-OFFICE,Open Box Returns,Headphones,Lenovo,FALSE,Active,$58.14,$117.32,Damaged,B,Functional,PAL-73,Non RTV,,,Y,2026-09-01
TRG00690,00100000690,Item 690 Accessories,MILON-WM-DOTCA-RTV,Walmart Headphones & Speakers (Not Apple) (Finished),Accessories,HP,FALSE,Active,$225.31,$257.23,Damaged,C,Functional,,,,,N,2026-08-07
TRG00691,00100000691,Item 691 TVs,WFS-OVERFLOW,Walmart Monitors (Finished),TVs,Samsung,FALSE,Active,$190.29,$201.13,Damaged,C,Functional,PAL-6,Return to Stock,,,N,2026-08-24
TRG00692,00100000692,Item 692 Headphones,BRTON-WM-BAR,Walmart Monitors (Finished),Headphones,HP,FALSE,Active,$213.46,$41.24,Good,B,Functional,,,,,N,2026-09-08
TRG00693,00100000693,Item 693 Headphones,DALLX-HEADPHONES,Walmart Computers Parts (Finished),Headphones,Lenovo,FALSE,Active,$211.70,$117.62,Good,B,Functional,PAL-1,RTV Approved,,,N,2026-08-18
TRG00694,00100000694,Item 694 Headphones,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),Headphones,HP,FALSE,Active,$169.09,$37.86,Good,A,Functional,,RTV Approved,,,N,2026-09-13
TRG00695,00100000695,Item 695 Tablets,BRTON-WM-FOO,Walmart Computer Parts (Finished),Tablets,Samsung,FALSE,Active,$114.69,$157.68,Fair,C,Functional,,Non RTV,,,N,2026-08-12
TRG00696,00100000696,Item 696 Computers,DALLX-HEADPHONES,Walmart Computers Parts (Finished),Computers,HP,FALSE,Active,$129.38,$178.19,Damaged,B,Functional,,,,,N,2026-09-01
TRG00697,00100000697,Item 697 TVs,DS-MONTERREY,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,Dell,FALSE,Active,$47.23,$117.61,Fair,C,Functional,,RTV Liquidate,,,Y,2026-08-14
TRG00697,00100000697,Item 697 duplicate last,DS-MONTERREY,Walmart Headphones & Speakers (Not Apple) (Finished),TVs,Dell,FALSE,Active,$47.23,$117.61,Fair,C,Functional,,RTV Liquidate,,,N,2026-08-14
TRG00698,00100000698,Item 698 Computers,WFS-OVERFLOW,Warehouse Direct,Computers,Dell,FALSE,Active,$82.74,$245.93,Very Good,C,Functional,,RTV Liquidate,,,N,2026-09-09
TRG00699,00100000699,Item 699 Tablets,BRTON-WM-BAR,Walmart Finished Goods Wide Sku (Finished),Tablets,Lenovo,FALSE,Active,$67.23,$217.74,Damaged,B,Functional,,RTV Liquidate,,,Y,2026-09-09
TRG00700,00100000700,Item 700 Tablets,WFS-OVERFLOW,Walmart Computers Parts (Finished),Tablets,Lenovo,FALSE,Active,$201.12,$159.58,Very Good,B,Functional,,RTV Liquidate,,,N,2026-08-14
TRG00701,00100000701,Item 701 Computers,PHXAZ-RETURNS,Walmart Headphones & Speakers (Not Apple) (Finished),Computers,Dell,FALSE,Active,$256.16,$207.42,Good,B,Functional,,RTV Liquidate,,,N,2026-08-26
TRG00702,00100000702,Item 702 Headphones,BRTON-WM-FOO,Specialty,Headphones,HP,FALSE,Active,$55.03,$41.71,Fair,B,Functional,PAL-80,RTV Liquidate,,,N,2026-08-14
TRG00703,00100000703,Item 703 TVs,BRTON-LENOVO-DC-400,Walmart Computers Parts (Finished),TVs,HP,FALSE,Active,$148.60,$111.41,Very Good,B,Functional,,Non RTV,,,Y,2026-08-23
TRG00704,00100000704,Item 704 Computers,DALLX-HEADPHONES,Specialty,Computers,Dell,FALSE,Active,$163.17,$165.77,Damaged,C,Functional,,Non RTV,,,N,2026-08-31
TRG00705,00100000705,Item 705 Monitors,DALLX-HEADPHONES,Walmart Computer Parts (Finished),Monitors,Lenovo,FALSE,Active,$68.67,$152.36,Fair,A,Functional,,Non RTV,,,N,2026-08-19
TRG00706,00100000706,Item 706 Accessories,BRTON-WM-BAR,Open Box Returns,Accessories,HP,FALSE,Active,$136.59,$164.54,Damaged,A,Functional,PAL-10,Non RTV,,,N,2026-09-12
TRG00707,00100000707,Item 707 Tablets,MILON-WM-DOTCA-RTV,Warehouse Direct,Tablets,Sony,FALSE,Active,$91.86,$248.87,Very Good,B,Functional,,RTV Liquidate,,,N,2026-08-28
TRG00708,00100000708,Item 708 Tablets,PHXAZ-RETURNS,Walmart Computers Parts (Finished),Tablets,Lenovo,FALSE,Active,$108.11,$114.25,Fair,B,Functional,,RTV Liquidate,,,N,2026-09-02
TRG00709,00100000709,Item 709 Computers,BRTON-WM-FOO,Walmart Headphones & Speakers (Not Apple) (Finished),Computers,Sony,FALSE,Active,$176.09,$118.40,Very Good,B,Functional,,RTV Approved,,,N,2026-08-25
TRG00710,00100000710,Item 710 Monitors,BRTON-WM-BAR,Open Box Returns,Monitors,HP,FALSE,Active,$48.91,$196.85,Fair,C,Functional,,RTV Liquidate,,,N,2026-08-27
TRG00711,00100000711,Item 711 Accessories,BRTON-WM-BAR,Open Box Returns,Accessories,Sony,FALSE,Active,$44.24,$31.30,Damaged,A,Functional,,Non RTV,,,Y,2026-08-12
TRG00712,00100000712,Item 712 Monitors,MILON-WM-DOTCA-RTV,Specialty,Monitors,Sony,FALSE,Active,$239.90,$183.89,Very Good,B,Functional,PAL-80,Non RTV,,,Y,2026-09-14
TRG00713,00100000713,Item 713 Headphones,MILON-WM-DOTCA-RTV,Walmart Monitors (Finished),Headphones,Lenovo,FALSE,Active,$136.78,$164.31,Good,A,Functional,,,,,N,2026-08-27
TRG00714,00100000714,Item 714 Accessories,BRTON-WM-BAR,Walmart Headphones & Speakers (Not Apple) (Finished),Accessories,Dell,FALSE,Active,$48.80,$49.25,Fair,B,Functional,,,,,Y,2026-08-11
TRG00714,00100000714,Item 714 duplicate last,BRTON-WM-BAR,Walmart Headphones & Speakers (Not Apple) (Finished),Accessories,Dell,FALSE,Active,$48.80,$49.25,Fair,B,Functional,,,,,N,2026-08-11
TRG00715,00100000715,Item 715 Accessories,WFS-OVERFLOW,Walmart Finished Goods Wide Sku (Finished),Accessories,Lenovo,FALSE,Active,$139.56,$252.50,Damaged,B,Functional,PAL-80,RTV Liquidate,,,N,2026-09-03
TRG00716,00100000716,Item 716 Computers,BRTON-WM-FOO,Open Box Returns,Computers,Dell,FALSE,Active,$89.61,$88.26,Fair,B,Functional,PAL-79,,,,Y,2026-08-19
TRG00717,00100000717,Item 717 TVs,MILON-WM-DOTCA-RTV,Walmart Computers Parts (Finished),TVs,HP,FALSE,Active,$206.40,$242.63,Damaged,C,Functional,,,,,N,2026-09-09
TRG00718,00100000718,Item 718 Tablets,BRTON-WM-BAR,Open Box Returns,Tablets,Sony,FALSE,Active,$96.64,$263.06,Good,B,Functional,,Research,,,N,2026-08-31
TRG00719,00100000719,Item 719 Headphones,DALLX-HEADPHONES,Walmart Finished Goods Wide Sku (Finished),Headphones,Lenovo,FALSE,Active,$47.23,$137.41,Damaged,A,Functional,,RTV Liquidate,,,Y,2026-09-08
TRG00720,00100000720,Item 720 TVs,BRTON-WM-BAR,Specialty,TVs,Samsung,FALSE,Active,$111.28,$248.34,Good,B,Functional,,Non RTV,,,N,2026-08-15
,000,Blank TRGID,BRTON-WM-FOO,Specialty,Computers,Dell,FALSE,Active,$10.00,$10.00,Good,A,Functional,,Non RTV,,,N,2026-09-14
